TRIlong_a,TRIlat_a,TRImed_a,BIClong_a,BICshort_a,BRA_a
0.05,0.05,0.05,0.05,0.05,0.05
0.0446796503307,0.0446796503307,0.0446796503307,0.0446796503307,0.0446796503307,0.0446796503307
0.0401225656606,0.0401225656606,0.0401225656606,0.0401225656606,0.0401225656606,0.0401225656606
0.0362058152909,0.0362058152909,0.0362058152909,0.0362058152909,0.0362058152909,0.0362058152909
0.0328294813614,0.0328294813614,0.0328294813614,0.0328294813614,0.0328294813614,0.0328294813614
0.0299115902632,0.0299115902632,0.0299115902632,0.0299115902632,0.0299115902632,0.0299115902632
0.0273843481019,0.0273843481019,0.0273843481019,0.0273843481019,0.0273843481019,0.0273843481019
0.0251912862788,0.0251912862788,0.0251912862788,0.0251912862788,0.0251912862788,0.0251912862788
0.0232850717157,0.0232850717157,0.0232850717157,0.0232850717157,0.0232850717157,0.0232850717157
0.0216258067312,0.0216258067312,0.0216258067312,0.0216258067312,0.0216258067312,0.0216258067312
0.0201796944844,0.0201796944844,0.0201796944844,0.0201796944844,0.0201796944844,0.0201796944844
0.0189179807,0.0189179807,0.0189179807,0.0189179807,0.0189179807,0.0189179807
0.0178161065615,0.0178161065615,0.0178161065615,0.0178161065615,0.0178161065615,0.0178161065615
0.0168530247583,0.0168530247583,0.0168530247583,0.0168530247583,0.0168530247583,0.0168530247583
0.0160106428292,0.0160106428292,0.0160106428292,0.0160106428292,0.0160106428292,0.0160106428292
0.0152733667672,0.0152733667672,0.0152733667672,0.0152733667672,0.0152733667672,0.0152733667672
0.0146277242798,0.0146277242798,0.0146277242798,0.0146277242798,0.0146277242798,0.0146277242798
0.0140620518625,0.0140620518625,0.0140620518625,0.0140620518625,0.0140620518625,0.0140620518625
0.0135662333897,0.0135662333897,0.0135662333897,0.0135662333897,0.0135662333897,0.0135662333897
0.0131314805983,0.0131314805983,0.0131314805983,0.0131314805983,0.0131314805983,0.0131314805983
